"Y","ID","Author","Date","Priority","Price","Speed","Duration","Scarcity","Location","Agreed","State","Class","Surface","Layer1","Layer2","Layer3","Layer4","Layer5","Layer6","Layer7","Layer8","Layer9","Layer10","Layer11","Layer12","Layer13","Layer14","Layer15","Layer16","Layer17","Layer18","Layer19","Layer20","Layer21","Layer22","Layer23","Layer24","Layer25","Layer26","Layer27","Layer28","Layer29","Layer30"
14.7394900288257,"G10023","NW",2001-09-09,"Medium","Costly","Medium","Short","Typical","Plant A","No","Under review","Class K","Rough",23.7216839466051,24.57654334465,18.3200821015897,31.7918130761003,21.2111433252051,30.9801506993313,20.1636729877913,27.8209477057309,20.1455457558307,22.8054905000027,37.0816106060138,18.0669252455956,7.65940235511232,19.3374087758069,26.5912938260769,15.4955228089869,20.3025506982708,21.0264589784856,11.7830538101392,3.83183175729707,-10.331867080698,-38.1023653835318,-28.7909379742827,-23.7476322171244,-25.7081008606109,-27.5547799273046,-6.03824863670933,-32.4623038304839,-38.3012705065007,-22.2424465014077
6.26177950318509,"G10024","NW",2001-09-16,"High","Costly","Slow",NA,NA,NA,"Yes","Checked",NA,"Textured",9.10723929946549,0.150261554096859,16.4565836089732,14.6065641705685,4.82888193955494,4.75192183523073,14.6517257951318,7.03824156002023,13.754796262653,10.0147854577042,NA,47.4870242789227,49.8562105357564,37.6685013073545,39.1130194614116,39.8571909700496,NA,45.8784069751979,46.1644589799778,22.8275581286828,124.531658326422,NA,107.479802968962,130.086619310645,111.662043821606,127.466225837299,96.1886965431594,116.769416281882,NA,125.909943311402
15.6363345052903,"G10025","KL",2001-09-23,"High","Cheap","Fast","Short","Rare","Plant A","Yes","Checked","Class G","Smooth",3.82004297880186,16.6518901691042,18.3476668365464,17.7718803023846,10.202276602693,16.2204882813857,8.6407762111054,10.1245145336956,15.6350124491967,10.7922261278683,79.5665754164715,94.0647329912355,91.6150147443292,74.9483204492227,79.6273911198333,105.293162168322,96.0633969806355,94.6856853995096,81.8817416637076,97.5890386791785,28.2709011611092,12.0013958026949,20.714663609824,30.1317351925976,12.9571226886004,14.7178413309359,21.022870206786,28.3379003837244,8.13435468517407,11.539490198869
26.0059440386382,"G10026","PR",2001-09-30,"Low","Costly","Fast","Perpetual","Common","Press room","No","Uncertain","Class Y","Textured",21.9193395700384,25.8133428873707,30.2419504253633,31.1252583744214,26.2915336122986,23.5072866772119,20.7184738926262,28.8031163177571,29.5436464303906,27.3430408724871,74.4061090340593,89.8819734423095,92.7879642155122,86.9523878349374,83.6763099581563,84.5611380526388,100.993172168625,84.5689516160133,97.5364824037041,73.7655198086179,37.317412436808,43.8567721341988,29.6105404780621,37.1419376143517,42.8165784617966,46.5037276085077,28.9654031188784,45.0697998812376,34.8966819834022,30.217044239404
25.3571429584314,"G10027","NW",2001-10-07,"High","Extravagant","Fast","Long","Common","Press room","Yes","Uncertain","Class K","Rough",30.6568015076103,30.6807922084637,36.4188293745946,34.8106576136575,41.3318715570479,35.360618832547,35.8966740527592,28.8262684694017,32.2864720263063,33.6145757105261,23.731576338551,35.9487836205834,19.33844530328,11.2143634092618,40.1333197354276,18.3995079741144,22.0457276292151,16.772675734457,25.5985897083446,29.2218364976565,39.6702572514395,52.2935559514289,52.0105893426474,63.6542671383831,67.708683139994,70.4322443379504,45.8331235986957,71.2366466179935,50.1044961310508,82.2906503296517
13.2002668449772,"G10028","NW",2001-10-14,"Medium","Costly","Fast","Long","Common","Press room","Yes","Under review","Class Y","Textured",7.30690930828716,17.3914301381389,10.8537706972652,17.6780394505879,11.4443830748895,8.81958862965504,-2.10565261746345,5.52702904042715,9.49848504294184,12.5451363436055,11.2166219515413,1.22070146960729,-2.65157701561689,9.3486881792245,18.2658186203457,19.1595054258408,10.3215789392795,4.13398713639881,7.80270730144601,30.9876941496471,-17.2573540531001,-32.7264897410146,-11.618946876355,-35.6946154056295,-23.3295099070075,-21.5457467461043,-20.4182208660678,-7.86674216710255,-25.9020505155267,-6.93949755774215
16.7034595601313,"G10029","NW",2001-10-21,"High","Extravagant","Slow","Short","Typical","Press room","Yes","Uncertain","Class K","Smooth",17.960526718918,14.5157507502622,13.2675669915092,16.1137084159872,25.0643467585415,15.8697685263325,10.0770380309751,17.4859641423526,11.2513333297612,24.4662640080474,68.4068558359111,48.1450088149943,64.7768699163859,54.439976219412,56.2590139734476,57.0054078477732,57.907637099274,51.7024923832845,59.9249922403359,70.1002269410477,114.443643560414,113.038953442027,110.829100399164,104.601705049986,118.009173165884,123.391143338941,104.218678575962,115.76048747231,130.671776432049,94.8499970513305
19.5517611742193,"G10030","NW",2001-10-28,"High","Costly","Fast","Short","Common","Press room","No","Under review","Class K","Smooth",42.1701905410236,30.2341969896494,39.1657523969298,39.6142233313047,29.5521033793644,37.4571822587865,33.4377950562086,39.2119396663901,33.3974560165772,33.0482451762813,50.1658072957488,39.5837319724624,38.3657612722382,42.5977347955944,28.5454565360286,48.2295840716701,30.3635205253037,35.685985320689,38.5666566265383,28.4915160568888,68.8881794216779,57.0033371806791,54.8938215830752,69.5652563774449,61.3069214669852,55.3580190977101,60.9283580227366,64.4206755247025,84.6846599592293,74.6466844109137
12.658851570274,"G10031","NW",2001-11-04,"Medium","Cheap","Fast","Short","Typical","Plant A","No","Uncertain","Class K","Smooth",28.8183713531405,26.6680494654164,29.1855933027206,21.8936257375016,28.8104020906785,23.2440933731226,31.1644132140918,26.3363810339275,26.716315342318,30.3951316107359,5.90066356813392,26.4260997099762,16.1181815550856,29.2475062330442,17.2222624767723,16.8683274093358,15.4157585453852,16.6137185010859,9.73295771360164,15.5232689536838,108.848177388696,109.87069162664,111.074257832122,103.635879143547,123.534883909828,109.156609149071,107.722394519301,118.883762364338,115.069438435745,117.455618264598
23.6370680603783,"G10032","NW",2001-11-11,"Low","Cheap","Fast","Long","Common","Boiler","No","Checked","Class Y","Smooth",22.2381208571945,34.0239541409077,31.4651379304819,16.0883459671901,26.7640393876232,30.8312727623722,27.8288069950701,25.7924846583935,31.6872724124419,33.4105251391045,66.9272048535082,66.9368475937692,67.2919888082279,64.2295063352328,68.0165469493735,90.2782176944548,72.9095942345147,85.5898123288953,76.9677499296688,74.2654710944753,32.9933089082241,41.372770448049,45.7600883688371,42.4783709546997,37.9126401997656,35.976044832099,23.654772204997,34.4875975240043,41.0012572731955,39.1702246304178
